train_loss,epoch,step,val_loss
0.9168949723243713,0,49,
0.6110523343086243,0,99,
,0,103,0.7697438597679138
0.7021028399467468,1,149,
0.8139694333076477,1,199,
,1,207,0.7618086338043213
0.8883108496665955,2,249,
0.735161304473877,2,299,
,2,311,0.7545599341392517
0.6495118737220764,3,349,
0.7387855648994446,3,399,
,3,415,0.7481662631034851
0.6587567925453186,4,449,
0.7816339731216431,4,499,
,4,519,0.7423118948936462
0.7150399088859558,5,549,
0.7323441505432129,5,599,
,5,623,0.7378585934638977
0.7473926544189453,6,649,
0.7237456440925598,6,699,
,6,727,0.7337743639945984
0.7820677757263184,7,749,
0.776055634021759,7,799,
,7,831,0.7299542427062988
0.7172856330871582,8,849,
0.6906693577766418,8,899,
,8,935,0.726790189743042
0.682893693447113,9,949,
0.6736431121826172,9,999,
,9,1039,0.7243673801422119
0.6767379641532898,10,1049,
0.6445200443267822,10,1099,
,10,1143,0.7222075462341309
0.6978643536567688,11,1149,
0.6920701861381531,11,1199,
,11,1247,0.7204644680023193
0.6793907880783081,12,1249,
0.7440524101257324,12,1299,
