val_loss,epoch,step,train_loss
0.908653199672699,0,40,
,1,49,0.9669666886329651
0.9059634208679199,1,81,
,2,99,0.8817988038063049
0.9031772613525391,2,122,
,3,149,1.0842841863632202
0.9003792405128479,3,163,
,4,199,0.8651856184005737
0.8978328704833984,4,204,
0.8951649069786072,5,245,
,6,249,0.6600091457366943
0.8923730254173279,6,286,
,7,299,0.7389593124389648
0.8897985816001892,7,327,
,8,349,1.1181015968322754
0.8871465921401978,8,368,
,9,399,0.9373488426208496
0.884718120098114,9,409,
,10,449,0.9822185635566711
0.8820880651473999,10,450,
0.8796685338020325,11,491,
,12,499,0.6991820931434631
0.877075731754303,12,532,
,13,549,0.8064591884613037
0.8746798038482666,13,573,
,14,599,0.9148746728897095
0.8723025321960449,14,614,
,15,649,0.7777949571609497
0.8698177337646484,15,655,
0.8674142360687256,16,696,
,17,699,0.9510091543197632
0.8650742173194885,17,737,
,18,749,0.8051798343658447
0.8627622127532959,18,778,
,19,799,0.7230610847473145
0.8605383634567261,19,819,
