train_loss,epoch,step,val_loss
0.8862082362174988,0,49,
0.6966707706451416,0,99,
,0,117,0.7105295658111572
0.7543893456459045,1,149,
0.7287933826446533,1,199,
,1,235,0.7081955671310425
0.7306807041168213,2,249,
0.7129768133163452,2,299,
0.6734025478363037,2,349,
,2,353,0.7072540521621704
0.6795366406440735,3,399,
0.7749353647232056,3,449,
,3,471,0.7068732380867004
0.6912238597869873,4,499,
0.6732763051986694,4,549,
,4,589,0.706013023853302
0.7161298394203186,5,599,
0.7087420225143433,5,649,
0.6949047446250916,5,699,
,5,707,0.7055906057357788
0.7001878619194031,6,749,
0.6984449028968811,6,799,
