train_loss,epoch,step,val_loss
0.276093989610672,0,49,
0.20133842527866364,0,99,
0.14560355246067047,0,149,
0.1693587601184845,0,199,
0.11814870685338974,0,249,
0.11490613967180252,0,299,
0.2379138171672821,0,349,
,0,349,0.1280176043510437
0.05382963642477989,1,399,
0.09437485039234161,1,449,
0.09349766373634338,1,499,
0.12304376810789108,1,549,
0.07024051249027252,1,599,
0.07307542860507965,1,649,
0.011122464202344418,1,699,
,1,699,0.14378386735916138
0.06632103770971298,2,749,
0.03909355401992798,2,799,
0.08640354126691818,2,849,
0.056167446076869965,2,899,
0.042514584958553314,2,949,
0.030786622315645218,2,999,
0.00475046131759882,2,1049,
,2,1049,0.13647855818271637
0.07901829481124878,3,1099,
0.07009869813919067,3,1149,
0.028746286407113075,3,1199,
0.06796272844076157,3,1249,
0.02204480953514576,3,1299,
0.04056541621685028,3,1349,
0.021192794665694237,3,1399,
,3,1399,0.12456127256155014
0.04722654074430466,4,1449,
0.025185197591781616,4,1499,
0.024723738431930542,4,1549,
0.06066376343369484,4,1599,
0.07492581009864807,4,1649,
0.04356888681650162,4,1699,
0.32057899236679077,4,1749,
,4,1749,0.1569397896528244
0.07177882641553879,5,1799,
0.041726671159267426,5,1849,
0.026484612375497818,5,1899,
0.08934173732995987,5,1949,
0.07229501754045486,5,1999,
0.04166185110807419,5,2049,
0.0027681675273925066,5,2099,
,5,2099,0.14002394676208496
0.046775542199611664,6,2149,
0.07647759467363358,6,2199,
0.06851844489574432,6,2249,
0.05372197926044464,6,2299,
0.014406487345695496,6,2349,
0.07600811123847961,6,2399,
0.0024910729844123125,6,2449,
,6,2449,0.13884080946445465
0.031293757259845734,7,2499,
0.06405025720596313,7,2549,
0.06420928239822388,7,2599,
0.04725084826350212,7,2649,
0.040899645537137985,7,2699,
0.04750857874751091,7,2749,
0.0024947295896708965,7,2799,
,7,2799,0.14656564593315125
0.021268296986818314,8,2849,
0.031297292560338974,8,2899,
0.018748033791780472,8,2949,
0.005221441388130188,8,2999,
0.0400756374001503,8,3049,
0.014425817877054214,8,3099,
0.0008328073308803141,8,3149,
,8,3149,0.15357734262943268
0.1144220381975174,9,3199,
0.03302452713251114,9,3249,
0.05508486181497574,9,3299,
0.019227338954806328,9,3349,
0.010801732540130615,9,3399,
0.006611584685742855,9,3449,
0.05635370314121246,9,3499,
,9,3499,0.13474944233894348
0.016026310622692108,10,3549,
0.02336711250245571,10,3599,
0.047676023095846176,10,3649,
0.018468648195266724,10,3699,
0.010422918945550919,10,3749,
0.06110553443431854,10,3799,
0.0025439809542149305,10,3849,
,10,3849,0.17445965111255646
0.05035941302776337,11,3899,
0.03438426926732063,11,3949,
0.00923013873398304,11,3999,
0.08721328526735306,11,4049,
0.005456394515931606,11,4099,
0.01879986748099327,11,4149,
0.000640698301140219,11,4199,
,11,4199,0.1439053863286972
0.05548189952969551,12,4249,
0.0023589669726788998,12,4299,
0.02664225548505783,12,4349,
0.010901419445872307,12,4399,
0.011543809436261654,12,4449,
0.022544046863913536,12,4499,
0.001911308616399765,12,4549,
,12,4549,0.14433050155639648
0.022206224501132965,13,4599,
0.007568072527647018,13,4649,
0.06578425318002701,13,4699,
0.025685835629701614,13,4749,
0.01535810250788927,13,4799,
0.009114349260926247,13,4849,
0.0715874582529068,13,4899,
,13,4899,0.1505051702260971
0.022722119465470314,14,4949,
0.002793481107801199,14,4999,
0.0616520456969738,14,5049,
0.02350548654794693,14,5099,
0.017420988529920578,14,5149,
0.003856661496683955,14,5199,
0.0005689426907338202,14,5249,
,14,5249,0.13526861369609833
0.012420953251421452,15,5299,
0.09587281942367554,15,5349,
0.005430503748357296,15,5399,
0.0069795334711670876,15,5449,
0.0048591336235404015,15,5499,
0.012820720672607422,15,5549,
0.0056115202605724335,15,5599,
,15,5599,0.12333367019891739
0.006930826231837273,16,5649,
0.019652128219604492,16,5699,
0.002034255303442478,16,5749,
0.04460078850388527,16,5799,
0.0036766170524060726,16,5849,
0.07028336822986603,16,5899,
0.0006862617447040975,16,5949,
,16,5949,0.16750198602676392
0.05004645138978958,17,5999,
0.0005751911085098982,17,6049,
0.07538096606731415,17,6099,
0.012010859325528145,17,6149,
0.030632417649030685,17,6199,
0.006066902074962854,17,6249,
0.4592486321926117,17,6299,
,17,6299,0.12900520861148834
0.006478944793343544,18,6349,
0.00991334393620491,18,6399,
0.008877614513039589,18,6449,
0.04630780220031738,18,6499,
0.027735456824302673,18,6549,
0.003459036350250244,18,6599,
0.00022096130123827606,18,6649,
,18,6649,0.1523158997297287
0.02416098862886429,19,6699,
0.00813160091638565,19,6749,
0.019274337217211723,19,6799,
0.07733175158500671,19,6849,
0.019305404275655746,19,6899,
0.0038162386044859886,19,6949,
0.002527928678318858,19,6999,
,19,6999,0.12707115709781647
