val_loss,epoch,step,train_loss
0.5046901702880859,0,2,
0.5610867738723755,1,5,
0.5066467523574829,2,8,
0.4720681607723236,3,11,
0.4079209566116333,4,14,
0.32245367765426636,5,17,
0.25670403242111206,6,20,
0.3436397910118103,7,23,
0.2335529774427414,8,26,
0.2288181036710739,9,29,
0.2142568677663803,10,32,
0.1910937875509262,11,35,
0.15280035138130188,12,38,
0.13781866431236267,13,41,
0.1127566546201706,14,44,
0.1290748119354248,15,47,
,16,49,0.03410233184695244
0.1724439561367035,16,50,
0.0528515987098217,17,53,
0.04803983494639397,18,56,
0.032276641577482224,19,59,
