train_loss,epoch,step,val_loss
55.6875,0,49,
55.6875,0,99,
,0,121,47.489749908447266
12.375,1,149,
49.5,1,199,
,1,243,47.489749908447266
61.875,2,249,
24.75,2,299,
30.9375,2,349,
,2,365,47.489749908447266
68.0625,3,399,
49.5,3,449,
,3,487,47.489749908447266
68.0625,4,499,
43.3125,4,549,
55.6875,4,599,
,4,609,47.489749908447266
30.9375,5,649,
37.125,5,699,
,5,731,47.489749908447266
43.3125,6,749,
49.5,6,799,
49.5,6,849,
,6,853,47.489749908447266
86.625,7,899,
43.3125,7,949,
,7,975,47.489749908447266
43.3125,8,999,
43.3125,8,1049,
,8,1097,47.489749908447266
30.9375,9,1099,
49.5,9,1149,
18.5625,9,1199,
,9,1219,47.489749908447266
43.3125,10,1249,
30.9375,10,1299,
,10,1341,47.489749908447266
49.5,11,1349,
12.375,11,1399,
43.3125,11,1449,
,11,1463,47.489749908447266
43.3125,12,1499,
55.6875,12,1549,
,12,1585,47.489749908447266
37.125,13,1599,
68.0625,13,1649,
43.3125,13,1699,
,13,1707,47.489749908447266
74.25,14,1749,
43.3125,14,1799,
,14,1829,47.489749908447266
49.5,15,1849,
55.6875,15,1899,
55.6875,15,1949,
,15,1951,47.489749908447266
43.3125,16,1999,
55.6875,16,2049,
,16,2073,47.489749908447266
55.6875,17,2099,
49.5,17,2149,
,17,2195,47.489749908447266
37.125,18,2199,
61.875,18,2249,
30.9375,18,2299,
,18,2317,47.489749908447266
43.3125,19,2349,
43.3125,19,2399,
,19,2439,47.489749908447266
49.5,20,2449,
30.9375,20,2499,
37.125,20,2549,
,20,2561,47.489749908447266
