train_loss,epoch,step,val_loss
0.7014541029930115,0,49,
0.6866563558578491,0,99,
,0,117,0.7049194574356079
0.6698793172836304,1,149,
0.6798929572105408,1,199,
,1,235,0.7026503682136536
0.6304925084114075,2,249,
0.7083081007003784,2,299,
0.6635716557502747,2,349,
,2,353,0.700705885887146
0.6983869671821594,3,399,
0.6691124439239502,3,449,
,3,471,0.7006630897521973
0.6408185362815857,4,499,
0.7013515830039978,4,549,
,4,589,0.6985029578208923
0.664182722568512,5,599,
0.6987708806991577,5,649,
0.676630973815918,5,699,
,5,707,0.6992021203041077
0.6799317002296448,6,749,
0.6947281956672668,6,799,
,6,825,0.6967548727989197
0.6673445105552673,7,849,
0.646791934967041,7,899,
,7,943,0.6981119513511658
0.6803964972496033,8,949,
0.6692023873329163,8,999,
0.712242066860199,8,1049,
,8,1061,0.6968352794647217
0.6986950039863586,9,1099,
0.6910476684570312,9,1149,
,9,1179,0.6957886219024658
0.6894468069076538,10,1199,
0.6949093341827393,10,1249,
,10,1297,0.6952296495437622
0.6831620335578918,11,1299,
0.6893389225006104,11,1349,
0.7132900953292847,11,1399,
,11,1415,0.6949734091758728
0.6574816107749939,12,1449,
0.6808574199676514,12,1499,
