train_loss,epoch,step,val_loss
0.7746166586875916,0,49,
0.7194601893424988,0,99,
,0,117,0.7129854559898376
0.7148762345314026,1,149,
0.7082304358482361,1,199,
,1,235,0.7037869691848755
0.6848663091659546,2,249,
0.7035386562347412,2,299,
0.6847791075706482,2,349,
,2,353,0.7013369798660278
0.6990234851837158,3,399,
0.6965698599815369,3,449,
,3,471,0.7012313604354858
0.7162140011787415,4,499,
0.6776059865951538,4,549,
,4,589,0.6972387433052063
0.6974884867668152,5,599,
0.7016837000846863,5,649,
0.7019461989402771,5,699,
,5,707,0.6972164511680603
0.6994091868400574,6,749,
0.6928238272666931,6,799,
,6,825,0.6970608830451965
0.6686103940010071,7,849,
0.6961424946784973,7,899,
,7,943,0.6961717009544373
0.6874215602874756,8,949,
0.7236847877502441,8,999,
0.6639903783798218,8,1049,
,8,1061,0.6968459486961365
0.7006173133850098,9,1099,
0.6658434271812439,9,1149,
,9,1179,0.69671630859375
0.691127598285675,10,1199,
0.672652006149292,10,1249,
,10,1297,0.6951829195022583
0.710932731628418,11,1299,
0.7274057865142822,11,1349,
0.6992537975311279,11,1399,
,11,1415,0.6968351602554321
0.6977723836898804,12,1449,
0.685807466506958,12,1499,
,12,1533,0.6945986151695251
0.688197135925293,13,1549,
0.672099769115448,13,1599,
0.6801511645317078,13,1649,
,13,1651,0.6943153738975525
0.6759956479072571,14,1699,
0.6930990219116211,14,1749,
,14,1769,0.6951922178268433
0.682643711566925,15,1799,
0.6851756572723389,15,1849,
,15,1887,0.6945690512657166
0.6775417923927307,16,1899,
0.6941151022911072,16,1949,
0.6852149367332458,16,1999,
,16,2005,0.6942214965820312
0.6863469481468201,17,2049,
0.6718335151672363,17,2099,
,17,2123,0.6939625144004822
0.7389395236968994,18,2149,
0.7091203927993774,18,2199,
,18,2241,0.6946584582328796
0.6926658749580383,19,2249,
0.6830683350563049,19,2299,
0.6894280314445496,19,2349,
,19,2359,0.694408118724823
0.6875836849212646,20,2399,
0.682985782623291,20,2449,
,20,2477,0.6941831111907959
0.6707748174667358,21,2499,
0.6720983982086182,21,2549,
,21,2595,0.6940228939056396
0.6898885369300842,22,2599,
0.6714251041412354,22,2649,
0.7218414545059204,22,2699,
,22,2713,0.694150984287262
0.679248571395874,23,2749,
0.7047200798988342,23,2799,
,23,2831,0.693915069103241
0.707794189453125,24,2849,
0.6997030377388,24,2899,
0.6964275240898132,24,2949,
,24,2949,0.6947662830352783
0.6966308355331421,25,2999,
0.6863397359848022,25,3049,
,25,3067,0.6946330070495605
0.6746007800102234,26,3099,
0.6943013072013855,26,3149,
,26,3185,0.6943879723548889
0.6917495727539062,27,3199,
0.6895081400871277,27,3249,
0.6948079466819763,27,3299,
,27,3303,0.6939917206764221
0.6892943382263184,28,3349,
0.6757717728614807,28,3399,
,28,3421,0.6941072940826416
0.6733789443969727,29,3449,
0.7012515664100647,29,3499,
,29,3539,0.6943881511688232
0.6875850558280945,30,3549,
0.6915727257728577,30,3599,
0.687870442867279,30,3649,
,30,3657,0.6940338611602783
0.6837010979652405,31,3699,
0.6843322515487671,31,3749,
,31,3775,0.6942059397697449
0.6564493179321289,32,3799,
0.6879497766494751,32,3849,
,32,3893,0.6939226388931274
0.6871245503425598,33,3899,
0.6794187426567078,33,3949,
0.7212228775024414,33,3999,
,33,4011,0.6938666105270386
0.7054497003555298,34,4049,
0.6861929297447205,34,4099,
,34,4129,0.6938011646270752
0.6743255853652954,35,4149,
0.6891499757766724,35,4199,
,35,4247,0.6939558386802673
0.6767529845237732,36,4249,
0.6859558820724487,36,4299,
0.6915392279624939,36,4349,
,36,4365,0.6938127875328064
