train_loss,epoch,step,val_loss
0.7030021548271179,0,49,
0.6965857744216919,0,99,
,0,117,0.7052354216575623
0.6490930318832397,1,149,
0.6856784224510193,1,199,
,1,235,0.6931290030479431
0.7043142318725586,2,249,
0.701932430267334,2,299,
0.6577798128128052,2,349,
,2,353,0.695214569568634
0.6762162446975708,3,399,
0.6844131946563721,3,449,
,3,471,0.6943075060844421
0.6866411566734314,4,499,
0.6804569363594055,4,549,
,4,589,0.6931298971176147
0.7542079091072083,5,599,
0.6768395900726318,5,649,
0.6963455677032471,5,699,
,5,707,0.7040534019470215
0.678955614566803,6,749,
0.6920239329338074,6,799,
,6,825,0.6977831721305847
0.7004791498184204,7,849,
0.6992823481559753,7,899,
,7,943,0.6931283473968506
0.8655049800872803,8,949,
0.7324698567390442,8,999,
0.6788994073867798,8,1049,
,8,1061,0.6931267976760864
0.6879008412361145,9,1099,
0.6854314804077148,9,1149,
,9,1179,0.6948556303977966
0.650060772895813,10,1199,
0.6980400681495667,10,1249,
,10,1297,0.6946303248405457
0.698417067527771,11,1299,
0.7028779983520508,11,1349,
0.7021129131317139,11,1399,
,11,1415,0.6932248473167419
0.682404100894928,12,1449,
0.6787744760513306,12,1499,
,12,1533,0.6934064626693726
0.6755415797233582,13,1549,
0.6854877471923828,13,1599,
0.6819221377372742,13,1649,
,13,1651,0.6933777928352356
0.6862422227859497,14,1699,
0.6796950101852417,14,1749,
,14,1769,0.6934008002281189
0.6801658272743225,15,1799,
0.7096133232116699,15,1849,
,15,1887,0.6940005421638489
0.7335467338562012,16,1899,
0.6469529271125793,16,1949,
0.6619133949279785,16,1999,
,16,2005,0.694660484790802
0.6781524419784546,17,2049,
0.6979067325592041,17,2099,
,17,2123,0.6933815479278564
0.6934993267059326,18,2149,
0.689240038394928,18,2199,
,18,2241,0.6931288242340088
0.6900666356086731,19,2249,
0.6933882236480713,19,2299,
0.6676033735275269,19,2349,
,19,2359,0.6936219930648804
0.6952826380729675,20,2399,
0.6860037446022034,20,2449,
,20,2477,0.693455159664154
0.6639159917831421,21,2499,
0.6819685101509094,21,2549,
,21,2595,0.6931292414665222
0.6845515370368958,22,2599,
0.6738874316215515,22,2649,
0.685114324092865,22,2699,
,22,2713,0.6938331723213196
0.6844547986984253,23,2749,
0.6863909959793091,23,2799,
,23,2831,0.6931281089782715
0.687424898147583,24,2849,
0.6882335543632507,24,2899,
0.6894364953041077,24,2949,
,24,2949,0.6935251355171204
0.6862775683403015,25,2999,
0.6834019422531128,25,3049,
,25,3067,0.6958033442497253
0.6771005392074585,26,3099,
0.6917870044708252,26,3149,
,26,3185,0.6937754154205322
0.6784378886222839,27,3199,
0.6896155476570129,27,3249,
0.6857707500457764,27,3299,
,27,3303,0.6931488513946533
0.6830630302429199,28,3349,
0.6811292767524719,28,3399,
,28,3421,0.6931334733963013
