train_loss,epoch,step,val_loss
0.7062336802482605,0,49,
0.7002934217453003,0,99,
,0,117,0.6931450963020325
0.7165316939353943,1,149,
0.6477434039115906,1,199,
,1,235,0.722665548324585
0.6726056337356567,2,249,
0.7114162445068359,2,299,
0.688744068145752,2,349,
,2,353,0.6951912045478821
0.6624877452850342,3,399,
0.6795146465301514,3,449,
,3,471,0.6937860250473022
0.6832594275474548,4,499,
0.6978992819786072,4,549,
,4,589,0.7024762034416199
0.7026695609092712,5,599,
0.6803337335586548,5,649,
0.6749955415725708,5,699,
,5,707,0.6954258680343628
0.6807590126991272,6,749,
0.7236313223838806,6,799,
,6,825,0.7027343511581421
0.6883639097213745,7,849,
0.6856303811073303,7,899,
,7,943,0.69342440366745
0.6791390776634216,8,949,
0.6744809746742249,8,999,
0.7135377526283264,8,1049,
,8,1061,0.6938261389732361
0.7036378383636475,9,1099,
0.6955081820487976,9,1149,
,9,1179,0.693135678768158
0.688243567943573,10,1199,
0.6935083270072937,10,1249,
,10,1297,0.6953369975090027
0.7129879593849182,11,1299,
0.6894010901451111,11,1349,
0.7158025503158569,11,1399,
,11,1415,0.6932146549224854
0.68914794921875,12,1449,
0.6843454837799072,12,1499,
,12,1533,0.6931872367858887
0.6478747725486755,13,1549,
0.6761385798454285,13,1599,
0.6899431943893433,13,1649,
,13,1651,0.6932314038276672
0.6871277689933777,14,1699,
0.6928553581237793,14,1749,
,14,1769,0.6946861743927002
0.6866611838340759,15,1799,
0.6887030601501465,15,1849,
,15,1887,0.6932761669158936
0.6826685070991516,16,1899,
0.6767753958702087,16,1949,
0.6911313533782959,16,1999,
,16,2005,0.6931999921798706
0.6806854009628296,17,2049,
0.6869861483573914,17,2099,
,17,2123,0.6932012438774109
0.6848250031471252,18,2149,
0.6867762804031372,18,2199,
,18,2241,0.6939946413040161
0.6900455951690674,19,2249,
0.6866568922996521,19,2299,
0.7015087604522705,19,2349,
,19,2359,0.693130612373352
