train_loss,epoch,step,val_loss
0.7244551777839661,0,49,
,0,96,0.6948577761650085
0.6652551889419556,1,99,
0.7202408909797668,1,149,
,1,193,0.6961026191711426
0.6863042116165161,2,199,
0.6691877245903015,2,249,
,2,290,0.6980933547019958
0.6936900019645691,3,299,
0.6997529864311218,3,349,
,3,387,0.7023160457611084
0.6872009038925171,4,399,
0.6946831941604614,4,449,
,4,484,0.693173348903656
0.6803454160690308,5,499,
0.7365139126777649,5,549,
,5,581,0.6932007074356079
0.6799728870391846,6,599,
0.6940611600875854,6,649,
,6,678,0.6973916292190552
0.6959854364395142,7,699,
0.6946535706520081,7,749,
,7,775,0.6997119784355164
0.6812497973442078,8,799,
0.6854332685470581,8,849,
,8,872,0.6937065124511719
0.690086305141449,9,899,
0.6882980465888977,9,949,
,9,969,0.6936838626861572
0.685254693031311,10,999,
0.6847362518310547,10,1049,
,10,1066,0.6936977505683899
0.6841316223144531,11,1099,
0.6832183003425598,11,1149,
,11,1163,0.6935795545578003
0.68509840965271,12,1199,
0.6861258149147034,12,1249,
,12,1260,0.6933670043945312
0.6828786134719849,13,1299,
0.6861881017684937,13,1349,
,13,1357,0.6938265562057495
0.6806445717811584,14,1399,
0.7016856670379639,14,1449,
,14,1454,0.6934924125671387
0.69106125831604,15,1499,
0.6942784190177917,15,1549,
,15,1551,0.6931630969047546
0.6929548382759094,16,1599,
,16,1648,0.6938148140907288
0.66951984167099,17,1649,
0.6894032955169678,17,1699,
,17,1745,0.6933469176292419
0.683871328830719,18,1749,
0.7090446352958679,18,1799,
,18,1842,0.693143904209137
0.6787999272346497,19,1849,
0.6818814277648926,19,1899,
,19,1939,0.693408191204071
