train_loss,epoch,step,val_loss
0.6852691769599915,0,49,
0.6733963489532471,0,99,
,0,103,0.6944487690925598
0.671464741230011,1,149,
0.6944642663002014,1,199,
,1,207,0.6946884393692017
0.6954185962677002,2,249,
0.7235894203186035,2,299,
,2,311,0.6936307549476624
0.6966762542724609,3,349,
0.7109231948852539,3,399,
,3,415,0.6935604810714722
0.6987958550453186,4,449,
0.6767444610595703,4,499,
,4,519,0.6934031248092651
0.7141932845115662,5,549,
0.70396488904953,5,599,
,5,623,0.6945046782493591
0.6958431601524353,6,649,
0.6710198521614075,6,699,
,6,727,0.7177845239639282
0.6486687064170837,7,749,
0.7442784905433655,7,799,
,7,831,0.6934127807617188
0.6839776635169983,8,849,
0.7070190906524658,8,899,
,8,935,0.6930003762245178
0.6901721358299255,9,949,
0.6976637244224548,9,999,
,9,1039,0.6918949484825134
0.6736868023872375,10,1049,
0.7074415683746338,10,1099,
,10,1143,0.7065697908401489
0.7762957811355591,11,1149,
0.6615780591964722,11,1199,
,11,1247,0.7061890363693237
0.4824134111404419,12,1249,
0.8368955254554749,12,1299,
0.5708349943161011,12,1349,
,12,1351,0.7245676517486572
0.41758859157562256,13,1399,
0.7462891936302185,13,1449,
,13,1455,0.7729247212409973
0.6733838319778442,14,1499,
0.6322331428527832,14,1549,
,14,1559,0.8213512897491455
0.6661701202392578,15,1599,
0.5599523782730103,15,1649,
,15,1663,0.7397208213806152
0.36147382855415344,16,1699,
0.527224600315094,16,1749,
,16,1767,0.7590007781982422
0.30074092745780945,17,1799,
0.6507481336593628,17,1849,
,17,1871,0.7509350180625916
0.4776662588119507,18,1899,
0.3251632750034332,18,1949,
,18,1975,0.8116631507873535
0.5460073947906494,19,1999,
0.5242107510566711,19,2049,
,19,2079,0.8453173637390137
0.5315723419189453,20,2099,
0.45352858304977417,20,2149,
,20,2183,0.797229528427124
0.3702923357486725,21,2199,
0.45957231521606445,21,2249,
,21,2287,0.8367977738380432
0.43041980266571045,22,2299,
0.4837101995944977,22,2349,
,22,2391,0.8820071816444397
0.3153013586997986,23,2399,
0.40950414538383484,23,2449,
,23,2495,0.8055831789970398
0.5396988987922668,24,2499,
0.4950152337551117,24,2549,
0.4309625029563904,24,2599,
,24,2599,0.8562909960746765
0.4092325270175934,25,2649,
0.5327975153923035,25,2699,
,25,2703,0.8680214285850525
0.6351643204689026,26,2749,
0.3811151087284088,26,2799,
,26,2807,0.8576944470405579
0.365323543548584,27,2849,
0.6213382482528687,27,2899,
,27,2911,0.8791378140449524
0.30098408460617065,28,2949,
0.5318408608436584,28,2999,
,28,3015,0.8884401917457581
0.36018601059913635,29,3049,
0.5532107949256897,29,3099,
,29,3119,0.9445728063583374
