val_loss,epoch,step,train_loss
0.9041330814361572,0,40,
,1,49,0.6885660290718079
0.6993146538734436,1,81,
,2,99,0.7187573909759521
0.7019436955451965,2,122,
,3,149,0.632219672203064
0.695160448551178,3,163,
,4,199,0.701601505279541
0.6939218044281006,4,204,
0.7031523585319519,5,245,
,6,249,0.6758521795272827
0.7525214552879333,6,286,
,7,299,0.7325243949890137
0.6931121349334717,7,327,
,8,349,0.6963499784469604
0.7184286117553711,8,368,
,9,399,0.6872919201850891
0.7678588628768921,9,409,
,10,449,0.686294436454773
0.7559754848480225,10,450,
0.7274292707443237,11,491,
,12,499,0.7018393874168396
0.7003642320632935,12,532,
,13,549,0.7131290435791016
0.6934850215911865,13,573,
,14,599,0.7582675814628601
1.0800840854644775,14,614,
,15,649,0.7949395179748535
0.6932201385498047,15,655,
0.6955327391624451,16,696,
,17,699,0.6846811771392822
0.703163743019104,17,737,
